Title,link
Smriti Irani’s post on Diwali mithai and diet leaves people in splits,https://www.hindustantimes.com/it-s-viral/diwali-2019-smriti-irani-s-post-on-diwali-mithai-and-diet-leaves-people-in-splits/story-pG26ygLSlvNMdKGcu76swL.html
"Cops pop in for drink at eatery, end up stopping knife-wielding masked robber. Heroic act captured",https://www.hindustantimes.com/it-s-viral/cops-pop-in-for-drink-at-eatery-end-up-stopping-knife-wielding-masked-robber-heroic-act-captured/story-3bzFqqJ9OPYuz37D8C4HmK.html
"Uttar Pradesh woman alleges husband didn’t give her eggs to eat, runs away from marriage",https://www.hindustantimes.com/it-s-viral/uttar-pradesh-woman-alleges-husband-didn-t-give-her-eggs-to-eat-runs-away-from-marriage/story-p2cjFNHtjFNAVIthgSrcRP.html
Video of dog driving a bike with two pillion riders goes viral. Watch,https://www.hindustantimes.com/it-s-viral/video-of-dog-driving-a-bike-with-two-pillion-riders-goes-viral-watch/story-l8o52XoT3EI8Lqp7L9vvPI.html
"US Embassy in India gets into Diwali groove, ‘American divas’ shake a leg on Dilbar. Watch",https://www.hindustantimes.com/it-s-viral/diwali-2019-us-embassy-in-india-gets-into-festive-groove-american-divas-shake-a-leg-on-dilbar-watch/story-a2TVszkBXHMbOhcxjvmVTL.html
"Lady Gaga posts ‘fame is prison,’ Twitter in tizzy. Sparks hilarious reactions",https://www.hindustantimes.com/it-s-viral/lady-gaga-posts-fame-is-prison-twitter-in-tizzy-sparks-hilarious-reactions/story-yKJ0JkQ3AfqYdNQijV7USK.html
Kiren Rijiju’s rope climbing video amuses people. Impresses Olympic medallist Carmelita Jeter,https://www.hindustantimes.com/it-s-viral/kiren-rijiju-s-rope-climbing-video-amuses-people-impresses-olympic-medallist-carmelita-jeter/story-ITsI0jLgsufalm61OTIwjJ.html
Clever toad mimics venomous snake for this reason. Scientists say it’s the ‘first frog to do so’,https://www.hindustantimes.com/it-s-viral/clever-toad-mimics-venomous-snake-for-this-reason-scientists-say-it-s-the-first-frog-to-do-so/story-yYuLFMqUG2GLY0C4XdOWNJ.html
"Tech firm wants to ‘licence’ people’s face, willing to pay over Rs 90 lakh. ‘Bad sci-fi plot,’ cautions Twitter",https://www.hindustantimes.com/it-s-viral/tech-firm-wants-to-borrow-people-s-face-willing-to-pay-over-rs-90-lakh-bad-sci-fi-plot-cautions-twitter/story-GAbWJ965D5TYbpXkwnG4CO.html
Florida welcomes world’s first guitar-shaped hotel. It’s worth $1.5 billion,https://www.hindustantimes.com/it-s-viral/florida-welcomes-world-s-first-guitar-shaped-hotel-it-s-worth-1-5-billion/story-msRq7oFA8sUzS18HsvUZBL.html
"Parking spot sold for a whopping $969,000 in Hong Kong. Know why",https://www.hindustantimes.com/it-s-viral/parking-spot-sold-for-a-whopping-969-000-in-hong-kong-know-why/story-iWfSzPuFy9SS77F0IwMX7H.html
"Amitabh Bachchan retweets kid’s lip-syncing video, says ‘kya baat hai’",https://www.hindustantimes.com/it-s-viral/amitabh-bachchan-retweets-kid-s-lip-syncing-video-says-kya-baat-hai/story-ZgruPwSqEmf6Pb9qJ44EsO.html
Diwali ki safai memes are flooding Internet and they’re absolutely relatable,https://www.hindustantimes.com/it-s-viral/diwali-2019-diwali-ki-safai-memes-are-flooding-internet-and-they-re-absolutely-relatable/story-wPIGh3tZd997RJFRt020uK.html
Diwali 2019: This year celebrate the festival by eating ‘crackers’ instead of bursting them,https://www.hindustantimes.com/it-s-viral/diwali-2019-this-year-celebrate-the-festival-by-eating-crackers-instead-of-bursting-them/story-MV4NLjZ1Q1MQCn0do68lRL.html
Heart-stopping clip shows car crashing into another. It ended up saving a couple’s lives,https://www.hindustantimes.com/it-s-viral/heart-stopping-clip-shows-car-crashing-into-another-it-ended-up-saving-a-couple-s-lives/story-eMLrPrNut7rs7UfF8GMMaN.html
Mahendra Singh Dhoni washes car with his daughter Ziva. Adorable video wows people,https://www.hindustantimes.com/it-s-viral/mahendra-singh-dhoni-washes-car-with-his-daughter-ziva-adorable-video-wows-people/story-ArCX11D7C4RPZnJwVxH4VM.html
"Volocopter, the futuristic flying taxis successfully takes a flight. Watch",https://www.hindustantimes.com/it-s-viral/volocopter-the-futuristic-flying-taxis-successfully-takes-a-flight-watch/story-5GeqPUf1YKJcHvIxjLnYlK.html
Harbhajan Singh or Jasprit Bumrah? Girl’s bowling clip sparks Twitter debate,https://www.hindustantimes.com/it-s-viral/harbhajan-singh-or-jasprit-bumrah-girl-s-bowling-clip-sparks-twitter-debate/story-Dni5LLelb6BtW4bVipc70J.html
"From whale to snake, images of animals getting CAT scan intrigue Twitter",https://www.hindustantimes.com/it-s-viral/from-whale-to-snake-images-of-animals-getting-cat-scan-intrigue-twitter/story-HJQkzIASeQMsBNfsQWnUjK.html
"Diwali 2019: ‘Rulayega kya,’ tweets Virender Sehwag about this heartwarming diwali ad",https://www.hindustantimes.com/it-s-viral/diwali-2019-rulayega-kya-tweets-virender-sehwag-about-this-heartwarming-diwali-ad/story-nvtBxa43kugG7XoI2okWhO.html
"Café dyes dogs to make them look like pandas, angers people",https://www.hindustantimes.com/it-s-viral/cafe-dyes-dogs-to-make-them-look-like-pandas-angers-twitter/story-7NJAMCoVEvF25XRFp21kkJ.html
"Policewoman helps another woman give birth while riding in taxi, hailed as hero",https://www.hindustantimes.com/it-s-viral/policewoman-helps-another-woman-give-birth-while-riding-in-taxi-hailed-as-hero/story-vReOph1x9oIGNn4TWEidIN.html
Two-headed snake breaks into farmer’s yard. Video of the ‘fantastic’ reptile captured,https://www.hindustantimes.com/it-s-viral/two-headed-snake-breaks-into-farmer-s-yard-video-of-the-fantastic-reptile-captured/story-LBZ1GfCLSph4qoqjdBcsSK.html
Rabindranath Tagore has a dinosaur named after him. Did you know?,https://www.hindustantimes.com/it-s-viral/rabindranath-tagore-has-a-dinosaur-named-after-him-did-you-know/story-qYmqVLeked6vgBehYt6DMN.html
"Elephants play football in Karnataka, video captured. Twitter loves it",https://www.hindustantimes.com/it-s-viral/elephants-play-football-in-karnataka-video-captured-twitter-loves-it/story-E75KNav7PwFl1qJRSjLm5L.html
"Bull eats 40 gms worth gold ornaments, family is waiting for it to ... poop. Twitter calls it ‘orna-vorous’",https://www.hindustantimes.com/it-s-viral/bull-eats-40-gms-worth-gold-ornaments-family-is-waiting-for-it-to-poop/story-cNESLYLBa0Piyj2omkVrRJ.html
"Hero cats wake up Italian couple, save them from landslide",https://www.hindustantimes.com/it-s-viral/italian-couple-saved-from-landslide-by-their-cats/story-gh18QzOVVihst1vVZk8b7L.html
Common Mynah protects her baby against crows. Mother’s love wows Twitter,https://www.hindustantimes.com/it-s-viral/common-mynah-protects-her-baby-against-crows-mother-s-love-wows-twitterati/story-dCrMuuQNUGkBnENqDmta5H.html
Anand Mahindra wants to gift car to man who left job to take his mom on pilgrimage,https://www.hindustantimes.com/it-s-viral/anand-mahindra-wants-to-gift-car-to-man-who-left-job-to-take-his-mom-on-pilgrimage/story-gz2si93vOFwfFeGcm1bNpO.html
Nearly 3 million views for this mesmerising pomegranate peeling hack. Watch,https://www.hindustantimes.com/it-s-viral/nearly-3-million-views-for-this-mesmerising-pomegranate-peeling-hack-watch/story-L3YZXhjJ1pxDrNF0c6cXLK.html
"‘Artificial leaf’ can produce gas from sunlight, could be an alternative to petrol in future",https://www.hindustantimes.com/it-s-viral/artificial-leaf-can-produce-gas-from-sunlight-could-be-an-alternative-to-petrol-in-future/story-4TMqS3VPxqtM84kodkNeFJ.html
"Smriti Irani meets 93-year-old man who never fails to vote, calls him ‘an inspiration’",https://www.hindustantimes.com/it-s-viral/smriti-irani-meets-93-year-old-man-who-never-fails-to-vote-calls-him-an-inspiration/story-uQpQSxEDTzp40kt1NFAB2H.html
Lebanese protesters sing Baby Shark to calm scared kid. Heartwarming video captured,https://www.hindustantimes.com/it-s-viral/lebanese-protesters-sing-baby-shark-to-calm-scared-kid-heartwarming-video-captured/story-jtxBCRnsFiY9PB8IP96qbI.html
There’s a snake hidden in this image. Can you spot it at first glance?,https://www.hindustantimes.com/it-s-viral/there-s-a-snake-hidden-in-this-image-can-you-spot-it-at-first-glance/story-KQqWBUXnZ9uS6nvjYTOfAP.html
"Alia Bhatt, Ranbir Kapoor’s wedding invitation image is going viral. It’s fake",https://www.hindustantimes.com/it-s-viral/invitation-card-announcing-ranbir-kapoor-s-wedding-with-alia-bhatt-is-fake/story-wPKBKveReNz3m5By4wGyxH.html
"Spiderman ‘villain’ turns hero, rescues dog from busy NYC traffic",https://www.hindustantimes.com/it-s-viral/spiderman-villain-turns-hero-rescues-dog-from-busy-nyc-traffic/story-KiBRX2TP7vp9ydIbN2s2yN.html
"‘Who is Jeff Bezos,’ clueless student asks as Amazon CEO stands in front of him",https://www.hindustantimes.com/it-s-viral/who-is-jeff-bezos-clueless-student-asks-as-amazon-ceo-stands-in-front-of-him/story-yeDQZ5fXWpi74mqxi0Po9N.html
Ravi Shastri’s napping pic is Twitter’s favourite new meme. People get hilariously creative,https://www.hindustantimes.com/it-s-viral/ravi-shastri-s-napping-pic-is-twitter-s-favourite-new-meme-people-get-hilariously-creative/story-EFuSt4kVDaoQQ0xqMKeptK.html
"Plane ‘hijacking’ video scares people, later turns out to be a drill. Twitter angry",https://www.hindustantimes.com/it-s-viral/plane-hijacking-video-scares-people-later-turns-out-to-be-a-drill-twitter-angry/story-0zjbd5BdEUVh16fTMWp0SN.html
Diwali 2019: #PottersKiDiwali trends this festive season. Twitterati praises the initiative,https://www.hindustantimes.com/it-s-viral/diwali-2019-potterskidiwali-trends-this-festive-season-twitterati-praises-the-initiative/story-8x0aTXlysD8tfVPtiw0QtK.html
"Lady Gaga posts Sanskrit mantra, Twitter in tizzy. Here’s what it means",https://www.hindustantimes.com/it-s-viral/lady-gaga-posts-sanskrit-mantra-twitter-in-tizzy-here-s-what-it-means/story-YhroJZhDIl2Yjbu3SQrmKP.html
Assembly elections 2019: 102-year-old great-grandfather votes with 270-member family in Pune,https://www.hindustantimes.com/it-s-viral/assembly-elections-2019-102-year-old-great-grandfather-votes-with-270-member-family-in-pune/story-yE0jB6QihKbiVFMb8YiCbL.html
Coral snake stung by bee while devouring another snake. Video’s stuff of nightmares,https://www.hindustantimes.com/lifestyle/coral-snake-stung-by-bee-while-devouring-another-snake-video-s-stuff-of-nightmares/story-qiXS2HmbnZjRY9LuJGJWtO.html
"Mom freaks out after sighting ‘ghost baby’, Turns out to be a funny mistake",https://www.hindustantimes.com/it-s-viral/mom-freaks-out-after-sighting-ghost-baby-turns-out-to-be-a-funny-mistake/story-cfFTHX4SFgeTnWytvskEuL.html
Fire burns inside tree. Video captures stunning incident,https://www.hindustantimes.com/it-s-viral/fire-burns-inside-tree-video-captures-stunning-incident/story-0TtSSLSBF6pdfm7ISTxRRJ.html
Virat Kohli’s funny reaction shared by BCCI invites ‘Gully Boy’ rap on Twitter. There’s more,https://www.hindustantimes.com/it-s-viral/virat-kohli-s-funny-reaction-shared-by-bcci-invites-gully-boy-rap-on-twitter-there-s-more/story-ohPsDEYy4B7515oDlxQHWO.html
"Go vegan or eat your pet, TV show ‘Meat the Family’ challenges people",https://www.hindustantimes.com/it-s-viral/go-vegan-or-eat-your-pet-tv-show-meat-the-family-challenges-people/story-ED5UBz0S3tYBUfvU1fx7AN.html
Sachin Tendulkar asks about Yuvraj Singh’s ‘kala chashma’ in throwback pic shared by Harbhajan Singh,https://www.hindustantimes.com/it-s-viral/sachin-tendulkar-asks-about-yuvraj-singh-s-kala-chashma-on-throwback-pic-shared-by-harbhajan-singh/story-KaJnX0Ex878t8LaLdHyqWO.html
"Dog ‘wears’ helmet on bike rides. ‘Delhi police ka khauf,’ says Twitter",https://www.hindustantimes.com/it-s-viral/dog-wears-helmet-on-bike-rides-delhi-police-ka-khauf-says-twitter/story-EPbCjqvKUKewukHbsa3IFK.html
"Boy catches ‘biggest fish ever,’ then does this. Video wins people’s hearts",https://www.hindustantimes.com/it-s-viral/boy-catches-biggest-fish-ever-then-does-this-video-wins-people-s-hearts/story-Lx9SevPvHL6cY7WGXBtUGM.html
"3-year-old falls from second floor, lands on moving rickshaw. Watch",https://www.hindustantimes.com/it-s-viral/3-year-old-kid-safe-after-falling-from-second-floor-on-moving-rickshaw-video-captured/story-TviK8XGBh2MPK9NMQwXdXP.html
Video of cockroach ‘smoking’ cigarette sparks Twitter chatter. Seen it yet?,https://www.hindustantimes.com/it-s-viral/video-of-cockroach-smoking-cigarette-sparks-twitter-chatter-seen-it-yet/story-9MADwyLEjr7lazF6RBvgJK.html
Man opens ‘Bigfoot’ museum. Claims the creatures are product of government experiment,https://www.hindustantimes.com/it-s-viral/man-opens-bigfoot-museum-claims-the-creatures-are-product-of-government-experiment/story-nN4UC9cblg6LkL3dwVqFTI.html
Woman gives up all 300 of her rats. Now they’re up for adoption. Watch,https://www.hindustantimes.com/it-s-viral/woman-gives-up-all-300-of-her-rats-now-they-re-up-for-adoption-watch/story-P71ynaHMVa2yvs22oe1OmN.html
"Player’s hijab opens during game, opponents shield her while she fixes it. Heartwarming video captured",https://www.hindustantimes.com/it-s-viral/player-s-hijab-opens-during-game-opponents-shield-her-while-she-fixes-it-heartwarming-video-captured/story-zBX6R0mriC266VTR0QUkBI.html
"Dog enters a supermarket, steals this and simply walks away. Watch",https://www.hindustantimes.com/it-s-viral/dog-enters-a-supermarket-steals-this-and-simply-walks-away-watch/story-zFpqVECvb27W2RnqSW8OgJ.html
"Anand Mahindra shares video of man playing the blues, wants to find him for this reason",https://www.hindustantimes.com/it-s-viral/anand-mahindra-shares-video-of-man-playing-the-blues-wants-to-find-him-for-this-reason/story-NW4IvXqv4Uj03Gn74bQNlO.html
"Hyena tries to attack leopard, the big cat avoids it with a dramatic leap. Watch",https://www.hindustantimes.com/it-s-viral/hyena-tries-to-attack-leopard-the-big-cat-avoids-it-with-a-dramatic-leap-watch/story-xiJcwtSreWvJ6EezdBf30I.html
"‘I like my body,’ says reporter to body-shamer. Her reply wins hearts",https://www.hindustantimes.com/it-s-viral/i-like-my-body-says-reporter-to-body-shamer-her-reply-wins-hearts/story-heFpGwshAow5U2yeRc1i5M.html
Firefighters let ‘very scared’ little girl paint their nails to calm her down,https://www.hindustantimes.com/it-s-viral/firefighters-let-very-scared-little-girl-paint-their-nails-to-calm-her-down/story-pwu03qGVBJfs7dScZV7YKI.html
"Man eats ‘world’s hottest pepper,’ reacts crazily. Watch",https://www.hindustantimes.com/it-s-viral/man-eats-world-s-hottest-pepper-reacts-crazily-watch-hilarious-video/story-RP02raB9UqHeOCTEpnnMFN.html
Karnataka college makes students wear cardboard boxes during exam. Twitter drops funny posts,https://www.hindustantimes.com/it-s-viral/karnataka-college-makes-student-wear-cardboard-boxes-during-exam-twitter-drops-funny-posts/story-XJPcpZK5DVMxXCGXvinr3K.html
School principal writes ‘official verification letter’ to Tooth Fairy. Here’s why,https://www.hindustantimes.com/it-s-viral/school-principal-writes-official-verification-letter-to-tooth-fairy-here-s-why/story-lArskH9MOSEYq7qhg7cBUN.html
Adorable otter’s anxious first swim makes people go aww. Watch,https://www.hindustantimes.com/it-s-viral/adorable-otter-s-anxious-first-swim-makes-people-go-aww-watch/story-drxNi4KRevKKd9LtjRPhTN.html
"Cops rescue kangaroo from lake, it jumps right back in. Watch funny video",https://www.hindustantimes.com/it-s-viral/cops-rescue-kangaroo-from-lake-it-jumps-right-back-in-watch-funny-video/story-Dl8xfSgmDBfTo14jm9pq0I.html
Cat literally out of the bag! Airport security puzzled as feline discovered in luggage,https://www.hindustantimes.com/it-s-viral/cat-literally-out-of-the-bag-airport-security-puzzled-as-feline-discovered-in-luggage/story-devCUUbMAOQoWPF3oruhnI.html
Woman piles on 2.5 kgs of clothes to avoid baggage fine. Pic goes viral,https://www.hindustantimes.com/it-s-viral/woman-piles-on-2-5-kgs-of-clothes-to-avoid-baggage-fine-pic-goes-viral/story-HTSx7KBks65PBZcmCztujK.html
"Student drops out of university, walks over 800 kms. Here’s why",https://www.hindustantimes.com/it-s-viral/student-drops-out-of-university-walks-over-800-kms-here-s-why/story-jA4Ma4hT80diwGDAw0FJOP.html
11-year-old melody queen charms strangers on the street with bewitching tunes,https://www.hindustantimes.com/it-s-viral/11-year-old-melody-queen-charms-strangers-on-the-street-with-bewitching-tunes/story-HLnA8MibBIwtIMDmPQTsGN.html
"Man swims with alligator to tire it out, catches it with bare hands. See pics",https://www.hindustantimes.com/it-s-viral/man-swims-with-alligator-to-tire-it-out-catches-it-with-bare-hands-see-pics/story-5Czsbkl33ZepdkcjrQ4tvI.html
Hyderabad rolls out edible ‘Eat Cup.’ Twitter has thoughts,https://www.hindustantimes.com/it-s-viral/hyderabad-rolls-out-edible-eat-cup-twitter-has-thoughts/story-33EDXLAfaUEKsC9OB4T2xJ.html
"Heartbreaking pic shows boy, 5, eating off cardboard box. People offer help",https://www.hindustantimes.com/it-s-viral/heartbreaking-pic-shows-boy-5-eating-off-cardboard-box-people-offer-help/story-vnQAl5qpmySTD37AxMcmQP.html
"No, RBI didn’t introduce new Rs 1,000 note. The claim is fake",https://www.hindustantimes.com/it-s-viral/no-rbi-didn-t-introduce-new-rs-1-000-note-the-claim-is-fake/story-BuJRX5CR0BP1O6qOYDG6vO.html
"Quick reflex from train crew saves elephant, humanity triumphs. Watch",https://www.hindustantimes.com/it-s-viral/quick-reflex-from-train-crew-saves-elephant-humanity-triumphs-watch/story-3YJVWBpGkptQGrd8v4biqI.html
"Villagers thought it’s a crocodile, it turned out to be this rare animal",https://www.hindustantimes.com/it-s-viral/villagers-thought-it-s-a-crocodile-it-turned-out-to-be-this-rare-animal/story-DTsGLaUI3DOQhqQOMeZqMK.html
Fish species in Amazon wears natural ‘bulletproof vest’ to thwart piranhas,https://www.hindustantimes.com/it-s-viral/fish-species-in-amazon-wears-natural-bulletproof-vest-to-thwart-piranhas/story-XRamOIZygBDMouyf20sFbL.html
13 parakeets were produced before a court in Delhi. Here’s why,https://www.hindustantimes.com/it-s-viral/13-parrots-were-produced-before-a-court-in-delhi-here-s-why/story-JN3TjVKxVhS98ueIfeyWBL.html
